group,step,n,rollout/p_mean,rollout/p_std,info/H_p_bits_mean,info/H_p_bits_std,info/I_cumulative_bits_mean,info/I_cumulative_bits_std,entropy/action_avg_mean,entropy/action_avg_std,entropy/seq_cumulative_mean,entropy/seq_cumulative_std,reward_info/H_correct_bits_mean,reward_info/H_correct_bits_std,reward_info/H_spec_bits_mean,reward_info/H_spec_bits_std,reward_info/H_combined_bits_mean,reward_info/H_combined_bits_std,reward_info/H_sum_components_bits_mean,reward_info/H_sum_components_bits_std,noise/std_mean,noise/std_std,loss/value_mean,loss/value_std,train/success_rate_mean,train/success_rate_std,val/success_rate_mean,val/success_rate_std
baseline,23,3,0.6103724384490639,0.0858116887304136,0.9497760258791884,0.04554340028988676,18.852336668818584,0.4622582892050673,2.4851593419374884,0.08060572033800763,43.36119606470271,2.5841987853490287,0.0,0.0,0.9544340029220796,0.0,0.9544340029220796,0.0,0.9544340029220796,0.0,0.0,0.0,1.2488681077957153,0.05904999722618103,,,,
baseline,24,3,0.6276916357917918,0.042806216733257844,0.9486852892163903,0.029071093678221305,19.80102195803497,0.4549989774262764,2.402297713801796,0.08442769498415716,36.610813051632135,3.3296641966195666,0.0,0.0,0.8174774830136234,0.23721565090926455,0.8174774830136234,0.23721565090926455,0.8174774830136234,0.23721565090926455,0.0,0.0,1.2579313516616821,0.049381029782474405,,,,
baseline,25,3,0.6162358670156832,0.08494732436667934,0.9459031791085328,0.0593698473530613,20.746925137143506,0.4083949675052838,2.4286358228888796,0.01857241377594854,38.25207874470079,8.475929597808024,0.0,0.0,0.8174774830136234,0.23721565090926455,0.8174774830136234,0.23721565090926455,0.8174774830136234,0.23721565090926455,0.0,0.0,1.239113171895345,0.08216976819812742,,,,
baseline,26,3,0.6518645604047368,0.05635852993522012,0.9255498124348106,0.05655848974134559,21.672474949578316,0.35965404421314673,2.4385344099642112,0.07244030427843362,37.32300336250814,5.30329046055809,0.0,0.0,0.6805209631051673,0.23721565090926455,0.6805209631051673,0.23721565090926455,0.6805209631051673,0.23721565090926455,0.0,0.0,1.2167635758717854,0.05942387978189633,,,,
baseline,27,3,0.6388268849206349,0.07031651866087826,0.93321278336379,0.06319833995076293,22.605687732942105,0.31353849506305603,2.3833778606148344,0.01697204811871636,37.4510885453907,3.8596781256378216,0.0,0.0,0.9219040424584807,0.0984765724562859,0.9219040424584807,0.0984765724562859,0.9219040424584807,0.0984765724562859,0.0,0.0,1.255537470181783,0.10755119593524237,,,,
baseline,28,3,0.6631502533561463,0.07347423960202985,0.9100879536651881,0.07281523215563551,23.515775686607295,0.2799969335896301,2.347682648375907,0.0420163300150427,38.27143440335634,4.379620004258663,0.0,0.0,0.45161418921765284,0.41338140465001766,0.45161418921765284,0.41338140465001766,0.45161418921765284,0.41338140465001766,0.0,0.0,1.2236204147338867,0.021741902539811776,,,,
baseline,29,3,0.6448308470022625,0.062263337606032504,0.9304438759368773,0.05346740530974385,24.446219562544172,0.3235678998493275,2.3264632584655467,0.0632128453245095,41.15241772399395,5.133137924646804,0.18118814773223701,0.31382707760153017,0.9696226686137579,0.026307540677165193,1.1048356893564657,0.26050336244839967,1.150810816345995,0.3401346182786953,0.0,0.0,1.2458326419194539,0.02764461707850698,,,,
baseline,30,3,0.6546477485902178,0.024756916463185025,0.9285461993496201,0.022605718370754334,25.374765761893787,0.32213995013085034,2.346528519911311,0.051323905454232405,38.856639946640826,5.287131339948168,0.0,0.0,0.769758856858346,0.20855775210629107,0.769758856858346,0.20855775210629107,0.769758856858346,0.20855775210629107,0.0,0.0,1.2431607643763225,0.032468292399005484,,,,
baseline,31,3,0.6268720856269367,0.05537651478992361,0.9467882013645447,0.03673563499117264,26.32155396325834,0.33318698571650895,2.3946641683389336,0.06706109994128842,37.504497747168216,4.114678526991638,0.0,0.0,0.8589967506115249,0.08265108496832552,0.8589967506115249,0.08265108496832552,0.8589967506115249,0.08265108496832552,0.0,0.0,1.2223877509435017,0.05244144360046791,,,,
baseline,32,3,0.602744350282486,0.031229236159357236,0.9673638767199294,0.018623294030403335,27.288917839978268,0.3180380572064297,2.358945290793502,0.08255501478024956,33.793470747333146,4.490286702864332,0.0,0.0,0.5885707091261091,0.5147183803943076,0.5885707091261091,0.5147183803943076,0.5885707091261091,0.5147183803943076,0.0,0.0,1.2833186388015747,0.06619700922984258,,,,
baseline,33,3,0.60259535152089,0.06872097074902955,0.959993208997448,0.03403706821193101,28.248911048975714,0.28439594687015984,2.3436481210999403,0.09533976971493201,35.37037304246994,4.963562657679289,0.0,0.0,0.45161418921765284,0.41338140465001766,0.45161418921765284,0.41338140465001766,0.45161418921765284,0.41338140465001766,0.0,0.0,1.2471484740575154,0.03768292017087015,,,,
baseline,34,3,0.602246334583291,0.15616038020434567,0.920687886949976,0.07000362068057438,29.16959893592569,0.23615984822641387,2.305268342826015,0.0726602397882488,34.575543693240625,4.706456733741015,0.0,0.0,0.8326661487053016,0.25140388246473533,0.8326661487053016,0.25140388246473533,0.8326661487053016,0.25140388246473533,0.0,0.0,1.229516824086507,0.09480639700600356,,,,
baseline,35,3,0.6351444965769445,0.043405470614682216,0.9427105428575043,0.03607372683085249,30.112309478783192,0.21809071309753952,2.285082130598364,0.041857053168255616,38.3593679225528,6.749452503722638,0.0,0.0,0.9067153767668023,0.08265108496832552,0.9067153767668023,0.08265108496832552,0.9067153767668023,0.08265108496832552,0.0,0.0,1.2633856137593586,0.0284340525705611,,,,
baseline,36,3,0.680465492052361,0.03699996890976831,0.9008569053071525,0.03939972681535751,31.01316638409035,0.2387836603171356,2.3088506564838513,0.08265665743310112,35.07836880209914,2.685841712565913,0.0,0.0,0.9067153767668023,0.08265108496832552,0.9067153767668023,0.08265108496832552,0.9067153767668023,0.08265108496832552,0.0,0.0,1.2504603862762451,0.06992870987400855,,,,
baseline,37,3,0.630787822136864,0.032403659583712795,0.947894276330106,0.025241186417253085,31.961060660420458,0.2638954683995793,2.2727644733218564,0.08887234997898677,37.12328615522282,2.010946557724899,0.0,0.0,0.6362893352813864,0.5510427285107947,0.6362893352813864,0.5510427285107947,0.6362893352813864,0.5510427285107947,0.0,0.0,1.2171452045440674,0.06291917596199939,,,,
baseline,38,3,0.6208095093268451,0.08656943725787782,0.9420031244051922,0.06615109768001239,32.90306378482565,0.3281370492468036,2.278210526008561,0.0616223475951164,33.87710981382281,4.679547886065323,0.0,0.0,0.9219040424584805,0.0984765724562859,0.9219040424584805,0.0984765724562859,0.9219040424584805,0.0984765724562859,0.0,0.0,1.2252905368804932,0.05471009058255832,,,,
baseline,39,3,0.6561220478942855,0.003955023327188393,0.9284480303133087,0.0036981476509023183,33.83151181513896,0.33057890675289653,2.266096825826253,0.07169445454964608,33.94698219227066,6.125512043383275,0.0,0.0,0.8589967506115249,0.08265108496832552,0.8589967506115249,0.08265108496832552,0.8589967506115249,0.08265108496832552,0.0,0.0,1.2338852087656658,0.04238656800950019,,,,
baseline,40,3,0.6107650289243277,0.006850762766332929,0.9642091851193518,0.004415278170405905,34.79572100025831,0.33246181425135185,2.2785612393159487,0.07400729911031433,33.99838636931355,4.4189143379012865,0.0,0.0,0.7220402307030686,0.154564565940939,0.7220402307030686,0.154564565940939,0.7220402307030686,0.154564565940939,0.0,0.0,1.2249740759531658,0.08652934907396265,,,,
baseline,41,3,0.6089073104304799,0.05642294898890831,0.9591125700798274,0.03133166578092485,35.75483357033814,0.36202144788790463,2.2770520981339883,0.0619971340606189,31.686431828258875,0.870686734847073,0.0,0.0,0.4993328153729302,0.47875191295536584,0.4993328153729302,0.47875191295536584,0.4993328153729302,0.47875191295536584,0.0,0.0,1.2194842894872029,0.0189028988434184,,,,
baseline,42,3,0.5719469873380749,0.08340965378132476,0.9714079483340962,0.02328025145908186,36.72624151867223,0.38209663331873256,2.2484547511905943,0.01572421685993489,34.91756188432103,2.2861659891910193,0.0,0.0,0.7849475225500244,0.22935415807323314,0.7849475225500244,0.22935415807323314,0.7849475225500244,0.22935415807323314,0.0,0.0,1.2358202536900837,0.08462047923611705,,,,
baseline,43,3,0.5990654992617203,0.08777047662408595,0.9561597972609522,0.040726325504188185,37.682401315933184,0.42235008166931126,2.2853303738600514,0.03820777096545478,35.14840591063507,5.283042413755982,0.0,0.0,0.6328023369498899,0.15456456594093904,0.6328023369498899,0.15456456594093904,0.6328023369498899,0.15456456594093904,0.0,0.0,1.2415711879730225,0.0940837429786336,,,,
baseline,44,3,0.6407098195520327,0.011989325568155145,0.9417916694838947,0.010135833404825198,38.624192985417075,0.4192267505766909,2.2176444276733953,0.0709838308240062,34.223430816952174,1.351107727875068,0.0,0.0,0.9219040424584807,0.0984765724562859,0.9219040424584807,0.0984765724562859,0.9219040424584807,0.0984765724562859,0.0,0.0,1.216107924779256,0.04074744522319664,,,,
baseline,45,3,0.7020457599541853,0.05310267445958861,0.8723938905296992,0.06049079242708595,39.496586875946775,0.41609660597033915,2.167090418641249,0.1075559098238966,31.882573372089585,3.6993391073138198,0.0,0.0,0.7697588568583461,0.20855775210629107,0.7697588568583461,0.20855775210629107,0.7697588568583461,0.20855775210629107,0.0,0.0,1.2515956958134968,0.01701930341650877,,,,
baseline,46,3,0.6994775731089339,0.08073949019530643,0.8672677622077068,0.08864146116460285,40.363854638154486,0.45590062859792824,2.1461475070767735,0.04866878581461886,27.064510512285306,3.190232256628387,0.0,0.0,0.9219040424584807,0.0984765724562859,0.9219040424584807,0.0984765724562859,0.9219040424584807,0.0984765724562859,0.0,0.0,1.2583959897359211,0.03935610595182808,,,,
baseline,47,3,0.6734858954755744,0.050959269785086636,0.9056915575120444,0.05009735245257861,41.26954619566653,0.45678433428313364,2.1698137897732184,0.0643010632324112,30.276071995213318,3.369155312199816,0.0,0.0,0.6328023369498899,0.154564565940939,0.6328023369498899,0.154564565940939,0.6328023369498899,0.154564565940939,0.0,0.0,1.2002452214558919,0.0434539116400906,,,,
baseline,48,3,0.6175172731715987,0.02437360750486601,0.9585607773745172,0.017907251212937743,42.228106973041044,0.4500889313961522,2.1949306679990284,0.05202973487725282,33.607925181102026,0.5333619232165189,0.0,0.0,0.8326661487053016,0.25140388246473533,0.8326661487053016,0.25140388246473533,0.8326661487053016,0.25140388246473533,0.0,0.0,1.1642812887827556,0.04029863316955588,,,,
baseline,49,3,0.5583438095773623,0.1313417036924251,0.9564948288412604,0.019771125819443833,43.18460180188231,0.451882291227613,2.195411351612593,0.08304866141925683,31.427452507029475,1.2372434301480737,0.0,0.0,0.45161418921765284,0.41338140465001766,0.45161418921765284,0.41338140465001766,0.45161418921765284,0.41338140465001766,0.0,0.0,1.2221376498540242,0.12265309234212482,,,,
baseline,50,3,0.5276446354571355,0.17511271764452355,0.937820525101992,0.02391893209160827,44.1224223269843,0.436502671863898,2.2354864145841113,0.08466917866346294,32.50443558475041,4.336627388651935,0.0,0.0,0.9544340029220796,0.0,0.9544340029220796,0.0,0.9544340029220796,0.0,0.0,0.0,1.2075777848561604,0.0816310442094973,1.0,0.0,1.0,0.0
baseline,51,3,0.5637673120109141,0.15350789335105758,0.9420904929404902,0.020958635237654753,45.06451281992478,0.4399591656519039,2.213578438237158,0.020840859537521808,31.973435675849373,4.427208084190017,0.0,0.0,0.7697588568583461,0.20855775210629107,0.7697588568583461,0.20855775210629107,0.7697588568583461,0.20855775210629107,0.0,0.0,1.2506402333577473,0.13414384947049704,,,,
baseline,52,3,0.6154796201135619,0.06959869910033574,0.9514152642579606,0.03930030293285271,46.01592808418275,0.4705034689834831,2.1820482942449058,0.009193933830076086,33.612969184221164,0.8984380412507122,0.0,0.0,0.9067153767668023,0.08265108496832552,0.9067153767668023,0.08265108496832552,0.9067153767668023,0.08265108496832552,0.0,0.0,1.268208106358846,0.09252696076323111,,,,
baseline,53,3,0.5955680455558715,0.10795542988967408,0.9503964426148221,0.04092713181633169,46.96632452679757,0.498445234576097,2.1867324929638614,0.08230773555664797,25.875811264811876,7.484052170012402,0.0,0.0,0.8589967506115249,0.08265108496832552,0.8589967506115249,0.08265108496832552,0.8589967506115249,0.08265108496832552,0.0,0.0,1.1931154330571492,0.028444078314236617,,,,
baseline,54,3,0.659751887178121,0.018430412905202365,0.9243253387454526,0.018073936913380977,47.890649865543025,0.4883002452033323,2.1554544529802993,0.07015732626962376,32.13770815692907,8.213776483427164,0.0,0.0,0.7849475225500244,0.22935415807323314,0.7849475225500244,0.22935415807323314,0.7849475225500244,0.22935415807323314,0.0,0.0,1.2427031993865967,0.0638793172850167,,,,
baseline,55,3,0.6115729679802956,0.05769768873335015,0.9569945667913772,0.040313729189503635,48.8476444323344,0.4530173126898179,2.1452594923134938,0.04727975700352292,35.12431591169086,5.345261030578634,0.0,0.0,0.9067153767668023,0.08265108496832552,0.9067153767668023,0.08265108496832552,0.9067153767668023,0.08265108496832552,0.0,0.0,1.138012965520223,0.036887052154541654,,,,
baseline,56,3,0.6097147672048465,0.0780836671114623,0.9525557071148856,0.054284977236999564,49.80020013944929,0.40767466659740037,2.149010945254496,0.1360776998705203,37.38542242943452,6.011729194440005,0.0,0.0,0.5145214810646085,0.5006322205328103,0.5145214810646085,0.5006322205328103,0.5145214810646085,0.5006322205328103,0.0,0.0,1.2044003009796143,0.06753844218367658,,,,
baseline,57,3,0.6064214330262868,0.022233188287345235,0.966077280512004,0.013079005008297088,50.766277419961284,0.41037813109455545,2.158772031187126,0.04446607656008409,33.64020243805381,7.659960821468123,0.18118814773223701,0.31382707760153017,0.8174774830136234,0.23721565090926455,0.9322644622699537,0.3781030183507388,0.9986656307458605,0.47875191295536584,0.0,0.0,1.193613847096761,0.04064245130018165,,,,
baseline,58,3,0.5587348544645129,0.06606449401108716,0.9814330284478513,0.02979200407499467,51.747710448409144,0.3996558739729962,2.1686195406340647,0.06279401384937097,30.480011336269722,5.313361803998868,0.0,0.0,0.9219040424584805,0.0984765724562859,0.9219040424584805,0.0984765724562859,0.9219040424584805,0.0984765724562859,0.0,0.0,1.2646757364273071,0.03421047888316613,,,,
baseline,59,3,0.5747840103435284,0.05161826774365519,0.9785317955712213,0.02528853901529828,52.72624224398036,0.3884446672038926,2.190790601089762,0.09111496118412965,30.271763271047448,4.884955328615471,0.0,0.0,0.9067153767668023,0.08265108496832552,0.9067153767668023,0.08265108496832552,0.9067153767668023,0.08265108496832552,0.0,0.0,1.1866089900334675,0.08612405220749192,,,,
baseline,60,3,0.6165003380441588,0.04380040809753602,0.9565922163963375,0.02761472805578688,53.682834460376704,0.4019111998833734,2.1702848218444806,0.0669424369115866,37.26956425840789,3.9162578869742966,0.0,0.0,0.9544340029220796,0.0,0.9544340029220796,0.0,0.9544340029220796,0.0,0.0,0.0,1.2183503707249959,0.03144727457103618,,,,
baseline,61,3,0.6610839980789517,0.012456009466113437,0.9234456924530688,0.011720989640421467,54.606280152829775,0.3908318880373542,2.1573421746193397,0.07482870030936092,29.34378735963593,4.880014206608467,0.0,0.0,0.6805209631051673,0.23721565090926455,0.6805209631051673,0.23721565090926455,0.6805209631051673,0.23721565090926455,0.0,0.0,1.2159740130106609,0.018784612243514024,,,,
baseline,62,3,0.6932257053291536,0.050699560465929876,0.8835155502030557,0.0632349812088408,55.489795703032826,0.3356704214905018,2.127228413506355,0.038641608953412315,30.37568359764381,6.072188845193794,0.0,0.0,0.7849475225500244,0.22935415807323314,0.7849475225500244,0.22935415807323314,0.7849475225500244,0.22935415807323314,0.0,0.0,1.2168875932693481,0.05944758394090875,,,,
baseline,63,3,0.6981494580284583,0.0654875669472662,0.8734590255164222,0.08832469242677848,56.36325472854926,0.2780432199215805,2.117376507691389,0.08465392164033748,33.102914305300416,4.777354584117564,0.0,0.0,0.6037593748177873,0.5313172532368865,0.6037593748177873,0.5313172532368865,0.6037593748177873,0.5313172532368865,0.0,0.0,1.2000290552775066,0.13729678027686423,,,,
baseline,64,3,0.6866610863384747,0.04246818965359159,0.8929382122998227,0.049034051497512686,57.256192940849076,0.23984538977775524,2.137096040564787,0.11634683041830272,30.097459290573614,3.538756835358876,0.0,0.0,0.5408520829708316,0.4683916435424692,0.5408520829708316,0.4683916435424692,0.5408520829708316,0.4683916435424692,0.0,0.0,1.248139222462972,0.12513736648496165,,,,
baseline,65,3,0.64954602834018,0.01422730172389896,0.9340462918176199,0.012392007660028964,58.1902392326667,0.24244596888695044,2.1656448823108634,0.055093764431546254,35.20643687163747,2.245153880900437,0.0,0.0,0.7849475225500244,0.22935415807323314,0.7849475225500244,0.22935415807323314,0.7849475225500244,0.22935415807323314,0.0,0.0,1.192387620608012,0.05033612880604172,,,,
baseline,66,3,0.5646493694954193,0.1016179833420207,0.9676795268810866,0.03159163075614434,59.15791875954778,0.23551752649487848,2.2209423235060117,0.03845071184212317,32.16339803125976,5.072178329060632,0.0,0.0,0.9370927081501589,0.10895862564549072,0.9370927081501589,0.10895862564549072,0.9370927081501589,0.10895862564549072,0.0,0.0,1.2341524759928386,0.0656660001316979,,,,
baseline,67,3,0.4629186360571267,0.08468801754788823,0.9820600401035119,0.025632287747329622,60.139978799651296,0.2202441405739232,2.225141702394841,0.04149404083589288,31.447971646903643,4.959259855622362,0.0,0.0,0.8174774830136234,0.23721565090926455,0.8174774830136234,0.23721565090926455,0.8174774830136234,0.23721565090926455,0.0,0.0,1.2178727785746257,0.05756347248914608,,,,
baseline,68,3,0.44815998028037524,0.07283747046047767,0.981901140588051,0.020267887561728943,61.12187994023935,0.21522547928245164,2.215121637998004,0.008077280516904742,34.0492476650064,3.1661165966796383,0.0,0.0,0.9067153767668023,0.08265108496832552,0.9067153767668023,0.08265108496832552,0.9067153767668023,0.08265108496832552,0.0,0.0,1.254604458808899,0.08722087550090873,,,,
baseline,69,3,0.5249288098766355,0.04627824588792261,0.9940708089150622,0.00730536694330383,62.115950749154415,0.21142124107055743,2.18369684766984,0.028790278224815405,33.997367904757205,6.415495582670661,0.0,0.0,0.7697588568583461,0.20855775210629107,0.7697588568583461,0.20855775210629107,0.7697588568583461,0.20855775210629107,0.0,0.0,1.2342795928319295,0.029352915494307054,,,,
baseline,70,3,0.6205981611622158,0.022977523371392652,0.9565421149632028,0.01587244229424156,63.07249286411761,0.21479327045017427,2.1397866464227815,0.04180797843192523,30.317066816324957,3.7679024045376455,0.0,0.0,0.6805209631051673,0.23721565090926455,0.6805209631051673,0.23721565090926455,0.6805209631051673,0.23721565090926455,0.0,0.0,1.2618424495061238,0.03750031983845756,,,,
baseline,71,3,0.6855959746103165,0.02569346722214412,0.8967104220875143,0.029705291588081002,63.96920328620513,0.2132337944494894,2.091457951104957,0.035915151957248335,32.48389287515536,6.378135400232386,0.0,0.0,0.45161418921765284,0.41338140465001766,0.45161418921765284,0.41338140465001766,0.45161418921765284,0.41338140465001766,0.0,0.0,1.2238744497299194,0.044370297807453024,,,,
