group,step,n,rollout/p_mean,rollout/p_std,info/H_p_bits_mean,info/H_p_bits_std,info/I_cumulative_bits_mean,info/I_cumulative_bits_std,entropy/action_avg_mean,entropy/action_avg_std,entropy/seq_cumulative_mean,entropy/seq_cumulative_std,reward_info/H_correct_bits_mean,reward_info/H_correct_bits_std,reward_info/H_spec_bits_mean,reward_info/H_spec_bits_std,reward_info/H_combined_bits_mean,reward_info/H_combined_bits_std,reward_info/H_sum_components_bits_mean,reward_info/H_sum_components_bits_std,noise/std_mean,noise/std_std,loss/value_mean,loss/value_std,train/success_rate_mean,train/success_rate_std,val/success_rate_mean,val/success_rate_std
baseline,3863,3,0.624181013274366,0.03133066343913885,0.953030571237575,0.02175668486293639,3652.362474109397,34.41310188531955,1.188157962980803,0.041988300179832606,24.64314320242238,4.540407343538637,0.0,0.0,0.7849475225500244,0.22935415807323314,0.7849475225500244,0.22935415807323314,0.7849475225500244,0.22935415807323314,0.0,0.0,0.9630921483039856,0.08773257089334709,,,,
baseline,3864,3,0.6133383410366671,0.02480148983200876,0.9613580093543077,0.017547187111698972,3653.3238321187514,34.40753656087237,1.122614103234751,0.07298935429913779,21.156038292945375,2.337822496960074,0.18118814773223701,0.31382707760153017,0.6328023369498899,0.154564565940939,0.7161356702827423,0.2989021332375125,0.8139904846821269,0.4683916435424692,0.0,0.0,0.9118284781773885,0.06686143619083228,,,,
baseline,3865,3,0.6049609375461765,0.013844727842450775,0.9675880002801014,0.008809010608024605,3654.291420119032,34.40523022727136,1.139753248798167,0.13195413990922597,25.65962377455379,3.452629411946493,0.0,0.0,0.8112781244562474,1.3597399555105182e-16,0.8112781244562474,1.3597399555105182e-16,0.8112781244562474,1.3597399555105182e-16,0.0,0.0,0.9884459575017294,0.04081904958009363,,,,
baseline,3866,3,0.5918099646255842,0.027014210825150126,0.9740822580617169,0.015484995367135719,3655.2655023770935,34.420080680639934,1.1441142707596328,0.11674785869323162,24.456757831713585,2.731145253423234,0.18118814773223701,0.31382707760153017,0.8589967506115248,0.08265108496832552,0.9423300839443773,0.1254387445759234,1.0401848983437618,0.28174543124273166,0.0,0.0,1.0070016384124756,0.05896556997751572,,,,
baseline,3867,3,0.6131108843135585,0.03562662510293203,0.9601743727515443,0.02536689412415215,3656.225676749845,34.44535738495889,1.1925933509581466,0.11754180312414327,20.88377501673863,2.1968495146490237,0.0,0.0,0.9219040424584805,0.0984765724562859,0.9219040424584805,0.0984765724562859,0.9219040424584805,0.0984765724562859,0.0,0.0,1.0292807618776958,0.08365485845389369,,,,
baseline,3868,3,0.6136407258741379,0.029891952145822243,0.9605864079313532,0.021487928844811422,3657.1862631577765,34.46683318034087,1.135801472820895,0.09107342082802507,25.29086872889789,2.810788320535936,0.18118814773223701,0.31382707760153017,0.8741854163032032,0.10895862564549072,1.0093984370459113,0.3431544474167252,1.0553735640354402,0.4227857032470208,0.0,0.0,0.9596647024154663,0.0224662104986059,,,,
baseline,3869,3,0.6363447260624681,0.04863611979789881,0.9407350704764607,0.04067429532601849,3658.1269982282533,34.50644981105484,1.1474020734456076,0.0565018363485696,25.528806275214333,3.106129771728415,0.0,0.0,0.8326661487053019,0.25140388246473533,0.8326661487053019,0.25140388246473533,0.8326661487053019,0.25140388246473533,0.0,0.0,0.9530913631121317,0.026133882903437287,,,,
baseline,3870,3,0.5974004272225056,0.06402031476778534,0.9642901275518176,0.03177073872261758,3659.091288355805,34.51383156862798,1.1616058789749764,0.06168860957636562,26.335365692063277,2.9647489599944095,0.18118814773223701,0.31382707760153017,0.8174774830136234,0.23721565090926455,0.9678791694480097,0.4311945518794012,0.9986656307458605,0.47875191295536584,0.0,0.0,0.8857335448265076,0.08746266947719575,,,,
baseline,3871,3,0.6247626582278482,0.0890962329858815,0.9382920113179773,0.06384261715615432,3660.029580367123,34.51317479522082,1.1362504928164745,0.06828728367779134,22.27054339568997,1.4430910946986533,0.0,0.0,0.9067153767668023,0.08265108496832552,0.9067153767668023,0.08265108496832552,0.9067153767668023,0.08265108496832552,0.0,0.0,1.0063965320587158,0.06483343970575475,,,,
baseline,3872,3,0.6400923553662318,0.05806861123468366,0.9355966231725361,0.04549031096379547,3660.9651769902957,34.52168986927621,1.1942852139005053,0.027491574202686192,27.600643413361112,2.5943443259543675,0.18118814773223701,0.31382707760153017,0.5885707091261091,0.5147183803943076,0.7033576883824394,0.6560885533850983,0.7697588568583461,0.7498618028210114,0.0,0.0,0.9308277368545532,0.1232483924736399,,,,
baseline,3873,3,0.6178473284134477,0.09051127906562673,0.9430240897938934,0.05001916046980195,3661.90820108009,34.542148785206166,1.1160536286099496,0.12702812972472066,24.509273616669052,3.3795192751271292,0.36237629546447403,0.31382707760153017,0.9067153767668023,0.08265108496832552,1.104835689355985,0.17626417662240706,1.2690916722312762,0.2817454312427317,0.0,0.0,0.9168392419815063,0.06493300544179269,,,,
baseline,3874,3,0.6582260614272809,0.03982742440043107,0.923135054783654,0.035778939551528444,3662.8313361348733,34.55309825710169,1.146916426247225,0.04968500721845653,23.86408032340837,5.3700313758805045,0.2704260414854158,0.4683916435424692,0.5145214810646085,0.5006322205328103,0.6811881477307944,0.7594110962015354,0.7849475225500244,0.9294522334576362,0.0,0.0,0.9501245419184366,0.1116151553401047,,,,
baseline,3875,3,0.6458703333323713,0.05878119001674097,0.9303687220745852,0.05411578832630737,3663.7617048569477,34.546116890931664,1.1660249008667645,0.107783644337717,26.096427729459325,3.130811962598837,0.18118814773223701,0.31382707760153017,0.8741854163032032,0.10895862564549072,1.0093984370459113,0.3431544474167252,1.0553735640354402,0.4227857032470208,0.0,0.0,0.9154035846392313,0.0803659879605316,,,,
baseline,3876,3,0.616219299809627,0.034277958463195146,0.9582922139068196,0.0214087748756467,3664.719997070855,34.55996716867562,1.2063908433500623,0.05995334085840144,24.81484737213077,2.202901688668727,0.0,0.0,0.8589967506115248,0.08265108496832552,0.8589967506115248,0.08265108496832552,0.8589967506115248,0.08265108496832552,0.0,0.0,1.0030356645584106,0.051566677536425645,,,,
baseline,3877,3,0.6301169503072527,0.03701565149274453,0.947745935930835,0.029215616875684657,3665.6677430067853,34.58834543647255,1.1203004056127495,0.12720491380431462,20.493195879212863,2.0653031033306775,0.0,0.0,0.2704260414854158,0.4683916435424692,0.2704260414854158,0.4683916435424692,0.2704260414854158,0.4683916435424692,0.0,0.0,0.9447305798530579,0.019855914873666065,,,,
baseline,3878,3,0.6378623178538512,0.022319371954997037,0.9434044007437152,0.01848929389017631,3666.6111474075296,34.60448370495949,1.1784547275093655,0.06061606504170924,24.243034955571574,1.5813969536177728,0.0,0.0,0.6805209631051672,0.23721565090926455,0.6805209631051672,0.23721565090926455,0.6805209631051672,0.23721565090926455,0.0,0.0,0.9871902664502462,0.11217218571967748,,,,
baseline,3879,3,0.6529976094039153,0.04580095912324493,0.9268584237581461,0.04502350382233274,3667.5380058312876,34.583997033933656,1.159724679392318,0.07917590937796469,26.337562260969758,4.676388986622194,0.18118814773223701,0.31382707760153017,0.7849475225500244,0.22935415807323314,0.8682808558828768,0.28287685242008104,0.9661356702822613,0.4066978527427811,0.0,0.0,0.9437650044759115,0.009850837581998208,,,,
baseline,3880,3,0.6095574919871795,0.09759877707894134,0.9455933789961483,0.06971258341295855,3668.483599210284,34.5318785361024,1.131857686232607,0.06720314879674436,23.419480739426035,4.940790322245298,0.2704260414854158,0.4683916435424692,0.7697588568583461,0.20855775210629107,0.9720402307025878,0.5275591202496124,1.040184898343762,0.642425072546452,0.0,0.0,0.9239425659179688,0.17516745986285612,,,,
baseline,3881,3,0.6545742681564143,0.05226337056029814,0.9241157410975599,0.047053652997954,3669.4077149513814,34.48859682747572,1.1253346075158719,0.12265987924563321,23.411160818875512,1.2898344673896645,0.0,0.0,0.8589967506115249,0.08265108496832552,0.8589967506115249,0.08265108496832552,0.8589967506115249,0.08265108496832552,0.0,0.0,0.9937453468640646,0.16357861862501047,,,,
baseline,3882,3,0.6576935163622676,0.0587763341064126,0.9195605192444202,0.058225501400126396,3670.3272754706254,34.46940519760896,1.1584113050964813,0.15081282005460303,24.535650753506506,5.428915221986435,0.0,0.0,0.7849475225500244,0.22935415807323314,0.7849475225500244,0.22935415807323314,0.7849475225500244,0.22935415807323314,0.0,0.0,0.9985231359799703,0.1229748838686574,,,,
baseline,3883,3,0.6542124356336164,0.00831938325800686,0.9301027661538516,0.007540868567271465,3671.25737823678,34.47281347797399,1.1757446422852504,0.09478077159830132,26.630544925970067,7.0724103442913355,0.18118814773223701,0.31382707760153017,0.6805209631051672,0.23721565090926455,0.8309226495395535,0.49771901335766433,0.8617091108374043,0.5510427285107947,0.0,0.0,0.9338544408480326,0.12710592104720383,,,,
baseline,3884,3,0.6483528756856486,0.009586183917391376,0.9353363277421067,0.008572590126502001,3672.192714564522,34.48127783786955,1.1478732944609102,0.10990692106172968,22.825899963252237,1.5625583368709748,0.0,0.0,0.769758856858346,0.20855775210629107,0.769758856858346,0.20855775210629107,0.769758856858346,0.20855775210629107,0.0,0.0,0.9052344759305319,0.09040136577906366,,,,
baseline,3885,3,0.6236801796383175,0.03206108735634844,0.9533069445439848,0.021580135088040756,3673.146021509066,34.48938396370511,1.1250640169757486,0.10599383588523777,23.624624801753868,1.310684608190845,0.0,0.0,0.8589967506115248,0.08265108496832552,0.8589967506115248,0.08265108496832552,0.8589967506115248,0.08265108496832552,0.0,0.0,1.0164437492688496,0.06066281064804878,,,,
baseline,3886,3,0.6187190102298715,0.0454841531955491,0.9547058795939929,0.03311091285876888,3674.1007273886594,34.51944439847183,1.1595570224061398,0.08411812255281689,24.170248781092813,3.0224835517247977,0.0,0.0,0.7849475225500244,0.22935415807323314,0.7849475225500244,0.22935415807323314,0.7849475225500244,0.22935415807323314,0.0,0.0,0.9164570569992065,0.0477373353563272,,,,
baseline,3887,3,0.6103501722158439,0.043850861898150545,0.9606772406088308,0.028817242694046577,3675.0614046292685,34.54467509955486,1.1762864486508788,0.08478840563752474,23.422039114556167,6.052671559192125,0.18118814773223701,0.31382707760153017,0.7849475225500244,0.22935415807323314,0.9201605432927322,0.4412308897188158,0.9661356702822615,0.5176732991211729,0.0,0.0,0.9494844675064087,0.13276061633696146,,,,
baseline,3888,3,0.5953806376355726,0.07754981258016301,0.9614040291550783,0.052611898521705835,3676.0228086584234,34.596254672844616,1.1633898630135484,0.09271118628544889,23.307857582799983,3.203403765089533,0.18118814773223701,0.31382707760153017,0.7849475225500244,0.22935415807323314,0.8682808558828768,0.28287685242008104,0.9661356702822613,0.40669785274278114,0.0,0.0,1.0923415819803874,0.05945354032840599,,,,
baseline,3889,3,0.6192673151061113,0.06740267375158598,0.9492696943682097,0.04729127247172903,3676.972078352792,34.641659370921005,1.1571338868348844,0.1191908834177065,23.758844219106393,3.4746189680708963,0.18118814773223701,0.31382707760153017,0.9219040424584807,0.0984765724562859,1.0571170632011884,0.31020007936430455,1.1030921901907176,0.3881175796508792,0.0,0.0,1.0053577621777852,0.03582256264199086,,,,
baseline,3890,3,0.6262840289369797,0.07518765195341466,0.9417859911298093,0.05849088407341958,3677.9138643439214,34.6949334307881,1.1416016299190932,0.03572965199989069,24.81624691455467,2.026578682917879,0.0,0.0,0.7220402307030686,0.154564565940939,0.7220402307030686,0.154564565940939,0.7220402307030686,0.154564565940939,0.0,0.0,1.0130192438761394,0.13721812063424263,,,,
baseline,3891,3,0.5953175119842818,0.06923823137651497,0.9639145263250942,0.04715662210013418,3678.8777788702464,34.74183299867896,1.1900944782971579,0.12918745800387246,25.802198614724613,1.2962623187701017,0.18118814773223701,0.31382707760153017,0.9544340029220796,0.0,1.06922098217841,0.19881688011931894,1.1356221506543165,0.3138270776015302,0.0,0.0,0.9325161377588908,0.087496591196351,,,,
baseline,3892,3,0.6107675450202769,0.05051186642509956,0.9590848244206246,0.03725898156882481,3679.8368636946675,34.779052346028216,1.1543970217989459,0.1671690299953507,24.405591983674782,4.954870307837727,0.0,0.0,0.9696226686137579,0.026307540677165193,0.9696226686137579,0.026307540677165193,0.9696226686137579,0.026307540677165193,0.0,0.0,0.925937294960022,0.1493455596405751,,,,
baseline,3893,3,0.6063106199592126,0.09255825329887438,0.9498916838032884,0.052764123415989274,3680.7867553784704,34.82901650213324,1.198063936996002,0.12213950469580655,23.340721989312218,1.0413297403231765,0.0,0.0,0.6328023369498899,0.15456456594093904,0.6328023369498899,0.15456456594093904,0.6328023369498899,0.15456456594093904,0.0,0.0,0.9854519764582316,0.06825775020595526,,,,
baseline,3894,3,0.5737186201018168,0.0811814690525125,0.9712893871719398,0.032270144209144216,3681.7580447656424,34.86048559964073,1.206049620340974,0.11049000182565319,27.81926764334918,7.601901836482129,0.18118814773223701,0.31382707760153017,0.7220402307030686,0.154564565940939,0.8053735640359211,0.25890734214341965,0.9032283784353057,0.41338140465001766,0.0,0.0,0.9358280897140503,0.036219862530269986,,,,
baseline,3895,3,0.5949994829879418,0.06078082476131423,0.9663834146969883,0.03653929338989682,3682.7244281803396,34.89670399931685,1.1683185173296244,0.0669773943785812,23.944792995437194,7.294823375064855,0.18118814773223701,0.31382707760153017,0.6037593748177873,0.5313172532368865,0.6870927081506398,0.5958280325140789,0.7849475225500244,0.7025562410392593,0.0,0.0,1.001532216866811,0.1273363615344013,,,,
baseline,3896,3,0.5615886295394306,0.11793044028097477,0.9617784865967077,0.03448129936212226,3683.6862066669364,34.931161652595954,1.204543220907709,0.1292110426416793,26.293355155739558,6.075192116487128,0.18118814773223701,0.31382707760153017,0.8741854163032032,0.1089586256454907,1.0366910217148109,0.24582073719267647,1.0553735640354402,0.27598052408216694,0.0,0.0,0.9549720486005148,0.05045743097480228,,,,
baseline,3897,3,0.5902064732142858,0.08474853595931726,0.9620957748020413,0.042095158640307585,3684.648302441738,34.971860877373445,1.153782711070022,0.09199097999951258,21.14704199431517,1.1232633662706002,0.0,0.0,0.9067153767668023,0.08265108496832552,0.9067153767668023,0.08265108496832552,0.9067153767668023,0.08265108496832552,0.0,0.0,0.988411029179891,0.06238469973329611,,,,
baseline,3898,3,0.599087811653411,0.08013349075707914,0.9587230218419958,0.035835595533099535,3685.60702546358,34.99000186491446,1.1682239304469249,0.04133847707170183,23.602702119221078,1.685341762630417,0.0,0.0,0.6957096287968456,0.26352319158642973,0.6957096287968456,0.26352319158642973,0.6957096287968456,0.26352319158642973,0.0,0.0,0.9665698210398356,0.16331522081719535,,,,
baseline,3899,3,0.6158935877322506,0.015437326691864067,0.9604069738318045,0.01028147555001593,3686.567432437412,34.998585307678006,1.134036795473741,0.13063199246696408,20.706856568172228,2.05943644893714,0.18118814773223701,0.31382707760153017,0.9848113343054363,0.026307540677165193,1.1200243550481441,0.2483966298870687,1.1659994820376733,0.327773610807819,0.0,0.0,0.9681618412335714,0.08415005912300032,,,,
baseline,3900,3,0.6343221012554183,0.029894294319668106,0.9454402174496743,0.02397253571638829,3687.5128726548623,35.01910996331565,1.1288907891802835,0.050940804023571734,21.34685366355578,2.142345107347136,0.18118814773223701,0.31382707760153017,0.9696226686137579,0.026307540677165193,1.0844096478700882,0.18705575467174027,1.150810816345995,0.30153524291996026,0.0,0.0,0.8776383797327677,0.01290244681418976,1.0,0.0,1.0,0.0
baseline,3901,3,0.624225160789532,0.012621541099699487,0.9546765162554154,0.009257332016045769,3688.467549171117,35.0176826508542,1.0983627192451242,0.09032235546133914,22.20655428997641,6.145372443980384,0.36237629546447403,0.31382707760153017,0.9067153767668023,0.08265108496832552,1.140450396534041,0.23579161962383904,1.2690916722312762,0.2817454312427317,0.0,0.0,0.9879207213719686,0.1384924039114359,,,,
baseline,3902,3,0.6623426363908638,0.024042088621235153,0.9213155369502419,0.023424640140485016,3689.3888647080676,35.01391652519142,1.1656025139840407,0.10022656179957261,26.32607010025249,4.963496231062415,0.0,0.0,0.8589967506115249,0.08265108496832552,0.8589967506115249,0.08265108496832552,0.8589967506115249,0.08265108496832552,0.0,0.0,0.9991795023282369,0.09117516576169578,,,,
baseline,3903,3,0.6579004578416913,0.03352408211884589,0.9243881764482413,0.033713254749379674,3690.313252884516,34.99217879303727,1.1282934521699994,0.0419724060821641,26.539760563161835,4.849599986547537,0.4993328153729302,0.47875191295536584,0.5408520829708316,0.4683916435424692,0.9423300839443773,0.1254387445759234,1.0401848983437618,0.28174543124273166,0.0,0.0,0.9548132022221884,0.017178564282852898,,,,
baseline,3904,3,0.6682420563645305,0.04977934823676321,0.911302875023364,0.051815078170118184,3691.2245557595393,34.97789160527789,1.156188334727517,0.07650306599326577,21.637262598582954,3.783674947397987,0.0,0.0,0.9848113343054363,0.026307540677165193,0.9848113343054363,0.026307540677165193,0.9848113343054363,0.026307540677165193,0.0,0.0,0.8738332788149515,0.03360240629819006,,,,
baseline,3905,3,0.6365437670303458,0.019394143406501117,0.9447292094279107,0.01636618737236771,3692.1692849689666,34.968184457355136,1.1610599458947226,0.029926169052123665,26.862365823403632,1.4639619634386147,0.36237629546447403,0.31382707760153017,0.769758856858346,0.20855775210629107,1.0034938766255848,0.4339325139537099,1.13213515232282,0.5147183803943076,0.0,0.0,1.0173182884852092,0.04526911783723164,,,,
baseline,3906,3,0.6058709045450376,0.011607538971288559,0.9671417278254714,0.0069699217675384265,3693.1364266967926,34.96131123248852,1.1321179670491917,0.06115969213475186,22.621291564820037,3.6741501838019706,0.36237629546447403,0.31382707760153017,0.9219040424584805,0.0984765724562859,1.171904042457519,0.316847291494336,1.2842803379229546,0.41026501859245057,0.0,0.0,1.0235357483228047,0.04102149683272559,,,,
baseline,3907,3,0.6326535304499332,0.01998712814866517,0.9477875961170207,0.015361676333879562,3694.08421429291,34.96484022150601,1.1909446592235484,0.033224630713214964,26.066813851864783,5.849459247584091,0.0,0.0,0.8478548143969801,0.26352319158642973,0.8478548143969801,0.26352319158642973,0.8478548143969801,0.26352319158642973,0.0,0.0,0.9503877957661947,0.047249910416707654,,,,
baseline,3908,3,0.6567668468241835,0.006474285074767551,0.927789782801569,0.005987561011246428,3695.0120040757115,34.95885283590149,1.2002300368483605,0.009686919583964209,22.07744985542763,1.3166862462117814,0.0,0.0,0.8112781244562474,1.3597399555105182e-16,0.8112781244562474,1.3597399555105182e-16,0.8112781244562474,1.3597399555105182e-16,0.0,0.0,0.9388827284177145,0.025097269634547822,,,,
baseline,3909,3,0.6406119050442758,0.015271105295523925,0.941688273972948,0.012400789874685644,3695.953692349684,34.94716417558204,1.1528855132850515,0.12438707994656127,22.121405546012912,1.4580776664001107,0.0,0.0,0.8741854163032032,0.1089586256454907,0.8741854163032032,0.1089586256454907,0.8741854163032032,0.1089586256454907,0.0,0.0,0.9886533419291178,0.12248654362005434,,,,
baseline,3910,3,0.6103892196545835,0.026536866529667906,0.9631292083833984,0.016090870789419436,3696.916821558067,34.931723978402594,1.1622843525834383,0.13088433673582148,24.038205302391617,3.5240100834120525,0.18118814773223701,0.31382707760153017,0.769758856858346,0.20855775210629107,0.8530921901911985,0.2733303609117317,0.9509470045905831,0.40565030281430153,0.0,0.0,0.9749726057052612,0.082995063187941,,,,
baseline,3911,3,0.6419148593780947,0.04166330005410209,0.9374424580127311,0.035488861964289214,3697.85426401608,34.92408341567474,1.2106977958576401,0.02810569632745899,25.384542836277216,3.0865483114127947,0.0,0.0,0.8589967506115249,0.08265108496832552,0.8589967506115249,0.08265108496832552,0.8589967506115249,0.08265108496832552,0.0,0.0,0.9520081082979838,0.002031756997071964,,,,
baseline,3912,3,0.6135425750057663,0.07713075181871278,0.9505230396568929,0.04136819242734297,3698.804787055737,34.9419014550945,1.206479377370556,0.09487543510865738,24.29862390018288,5.638818555888541,0.18118814773223701,0.31382707760153017,0.7849475225500244,0.22935415807323314,0.9201605432927322,0.4412308897188158,0.9661356702822615,0.5176732991211729,0.0,0.0,0.8985875050226847,0.1019166612640158,,,,
baseline,3913,3,0.6272349254078513,0.033153017155693965,0.9505118503418414,0.024605340541036413,3699.7552989060787,34.939009215398514,1.190118452659515,0.0878547273386304,22.789852240000055,1.4649225113873023,0.18118814773223701,0.31382707760153017,0.7697588568583461,0.20855775210629107,0.8845458361146763,0.38290912011225514,0.9509470045905832,0.49230743803232413,0.0,0.0,0.999571700890859,0.08695570946722868,,,,
baseline,3914,3,0.6465448169959029,0.07654362594701276,0.9247332040142284,0.06725279924828137,3700.6800321100927,34.923111003393096,1.1957219447144263,0.08435301743616097,25.559450410147573,1.660832307051296,0.18118814773223701,0.31382707760153017,0.8174774830136234,0.23721565090926455,0.9322644622699539,0.37810301835073884,0.9986656307458605,0.4787519129553659,0.0,0.0,0.9419858455657959,0.037268646218900144,,,,
baseline,3915,3,0.6584354837558525,0.05961000310799497,0.9187824328802505,0.05152293722018802,3701.5988145429733,34.93014066649299,1.1071393001745362,0.027053539584352658,21.062744814283104,1.6709884065293572,0.0,0.0,0.7697588568583461,0.20855775210629107,0.7697588568583461,0.20855775210629107,0.7697588568583461,0.20855775210629107,0.0,0.0,1.0240670839945476,0.10568047888049466,,,,
baseline,3916,3,0.6492173693886022,0.06583773615319682,0.9255154358166159,0.06216727439381508,3702.5243299787894,34.90910589645796,1.1782533216362674,0.054544121590487576,23.40845621867243,1.0500562868340457,0.0,0.0,0.8326661487053019,0.25140388246473533,0.8326661487053019,0.25140388246473533,0.8326661487053019,0.25140388246473533,0.0,0.0,0.9861495693524679,0.07965619307183044,,,,
baseline,3917,3,0.6619033959004956,0.04838387470296573,0.9179713929036524,0.045373222215682144,3703.4423013716932,34.90719264328312,1.174714792688269,0.09957560612499708,24.469002972308527,2.2485764381214817,0.0,0.0,0.7697588568583461,0.20855775210629107,0.7697588568583461,0.20855775210629107,0.7697588568583461,0.20855775210629107,0.0,0.0,1.009014109770457,0.05787343954944627,,,,
baseline,3918,3,0.6358468872448745,0.059873596227186646,0.9387044359777322,0.0421970549009106,3704.381005807671,34.91932543185052,1.1734165719875247,0.14024067086343256,24.842306635452697,2.513401945004602,0.0,0.0,0.8589967506115248,0.08265108496832552,0.8589967506115248,0.08265108496832552,0.8589967506115248,0.08265108496832552,0.0,0.0,0.9947841564814249,0.14132521742896215,,,,
baseline,3919,3,0.6306832391969331,0.03828161458356767,0.9471148380408042,0.02988164761949418,3705.328120645712,34.94529471090497,1.1549105073972843,0.07786920575040386,22.88499074393556,3.1994028450969285,0.0,0.0,0.8174774830136234,0.23721565090926455,0.8174774830136234,0.23721565090926455,0.8174774830136234,0.23721565090926455,0.0,0.0,0.9484211007754008,0.08690552064980002,,,,
baseline,3920,3,0.5948180515720839,0.048940316887915856,0.9690927586199694,0.029736839576093844,3706.2972134043316,34.97362796161584,1.1819531972849677,0.0695028462263464,23.79270197148391,3.337912068886199,0.18118814773223701,0.31382707760153017,0.8326661487053019,0.25140388246473533,0.9678791694480097,0.4311945518794011,1.0138542964375388,0.5026411030344163,0.0,0.0,0.9633583227793375,0.0841563502800184,,,,
baseline,3921,3,0.6057055734463873,0.02318126049227573,0.9664313046382919,0.014661899962571995,3707.2636447089703,34.9727879418651,1.1719050457066216,0.09127839530286425,23.497463717996254,3.3345020231561224,0.18118814773223701,0.31382707760153017,0.8478548143969801,0.26352319158642973,0.9830678351396879,0.43128666319324593,1.0290429621292172,0.5006322205328102,0.0,0.0,0.9553327560424805,0.02906880810957421,,,,
baseline,3922,3,0.5998037395317563,0.02836614539811245,0.9694526207026742,0.016558820947994865,3708.2330973296725,34.98829773393427,1.1749023030241301,0.08343554248897074,24.186858464080498,0.9567287430395899,0.18118814773223701,0.31382707760153017,0.8478548143969801,0.26352319158642973,0.9830678351396879,0.43128666319324593,1.0290429621292172,0.5006322205328102,0.0,0.0,0.9390058318773905,0.09453393849614862,,,,
baseline,3923,3,0.5996804088182396,0.056414662816609076,0.9648020756875066,0.027665801216269777,3709.1978994053607,35.001666612881884,1.1682022591279695,0.10276317364086274,26.988723488125043,4.250546566302171,0.18118814773223701,0.31382707760153017,0.8326661487053019,0.25140388246473533,0.9678791694480097,0.4311945518794011,1.0138542964375388,0.5026411030344163,0.0,0.0,0.9877161979675293,0.11173040808454603,,,,
baseline,3924,3,0.5480351135177918,0.07167567932508781,0.9833162902816727,0.022631023317031936,3710.181215695642,34.99449271129406,1.1800288201259992,0.06206193625325537,27.529052862834902,1.6384295431843803,0.18118814773223701,0.31382707760153017,0.7849475225500244,0.22935415807323314,0.9201605432927322,0.4412308897188158,0.9661356702822615,0.5176732991211729,0.0,0.0,0.9744510253270467,0.07532202422972044,,,,
baseline,3925,3,0.6121546894116339,0.030143901467240695,0.9615551600992318,0.019603754987990055,3711.1427708557408,35.0124556272247,1.1733966466743062,0.10277236321124483,21.379170223863127,2.5528983999618533,0.0,0.0,0.5885707091261091,0.5147183803943076,0.5885707091261091,0.5147183803943076,0.5885707091261091,0.5147183803943076,0.0,0.0,0.9168083469072977,0.04584187690695981,,,,
baseline,3926,3,0.5828517080319965,0.09018651029590398,0.9641094661192621,0.029983679755632767,3712.1068803218604,35.03112300886358,1.1287484628446474,0.024714924381573578,23.91437116715665,3.433317126056682,0.18118814773223701,0.31382707760153017,0.9067153767668023,0.08265108496832552,1.0215023560231327,0.2505828895170223,1.0879035244990394,0.36229378263857026,0.0,0.0,0.9642894864082336,0.06411317868881518,,,,
baseline,3927,3,0.5867502241258021,0.026684686362550183,0.9767622102323861,0.0136086827739976,3713.0836425320936,35.0193361872454,1.177536334429948,0.03278237830594779,25.806655329487754,1.80399855611404,0.18118814773223701,0.31382707760153017,0.6362893352813864,0.5510427285107947,0.7510763145377167,0.6728542461484167,0.8174774830136234,0.7583321517663975,0.0,0.0,1.000127096970876,0.05581264847080203,,,,
baseline,3928,3,0.6004455375659753,0.019311529706946398,0.969939526749568,0.01193530250704845,3714.053582058843,35.01306372033886,1.1232842101765048,0.08329903733840431,24.400653322717194,1.745264720511758,0.543564443196711,0.0,0.9067153767668023,0.08265108496832552,1.2196226686123153,0.13713039779107092,1.4502798199635134,0.08265108496832559,0.0,0.0,0.9196749925613403,0.107785356361603,,,,
baseline,3929,3,0.6486467310844616,0.018905662270770715,0.9345199321548848,0.016081641003914467,3714.9881019909976,35.019068248213586,1.1290649657589968,0.08028251755672056,24.276457700503897,4.4002713783569645,0.18118814773223701,0.31382707760153017,0.6037593748177873,0.5313172532368865,0.7389723955604953,0.7056035587613779,0.7849475225500244,0.7721190148031741,0.0,0.0,0.9543967843055725,0.06508139074286247,,,,
baseline,3930,3,0.6589428844617697,0.028724251128012177,0.9240485496201255,0.028562973678459905,3715.912150540618,35.04753581885918,1.1429394994105384,0.05928380338698136,24.364059982817366,3.6391015102958435,0.0,0.0,0.8326661487053016,0.25140388246473533,0.8326661487053016,0.25140388246473533,0.8326661487053016,0.25140388246473533,0.0,0.0,0.9498527447382609,0.07175346112053471,,,,
baseline,3931,3,0.6418586188891368,0.04072926696759992,0.9376199488184511,0.0373639048456116,3716.849770489436,35.08457061888959,1.1005441249409456,0.03537913109190215,22.164061211785015,1.6298185120235196,0.0,0.0,0.8326661487053019,0.25140388246473533,0.8326661487053019,0.25140388246473533,0.8326661487053019,0.25140388246473533,0.0,0.0,0.9667479197184244,0.11119452526329673,,,,
baseline,3932,3,0.6392536303963403,0.03461222444006501,0.9407977911822311,0.028920551346866184,3717.790568280618,35.1120849271811,1.1269496641768548,0.03762004310925287,21.429036555445034,6.489773940529679,0.0,0.0,0.769758856858346,0.20855775210629107,0.769758856858346,0.20855775210629107,0.769758856858346,0.20855775210629107,0.0,0.0,1.0361661116282146,0.031810790755424916,,,,
